,logFC,AveExpr,t,P.Value,adj.P.Val,B,GeneSymbol
221750_at,-0.481057158,6.540011645,-2.117827035,0.041608377,0.601199258,-3.719272426,HMGCS1
1553229_at,-0.232247657,1.861965449,-2.117545348,0.041633902,0.601296242,-3.719724931,ZNF572
217837_s_at,-0.525253916,4.419531302,-2.117510241,0.041637084,0.601296242,-3.719781324,CHMP3
219992_at,-0.26378888,3.55816889,-2.117195885,0.041665588,0.601548987,-3.720286248,TAC3
242910_x_at,0.350256757,3.183655125,2.116923147,0.041690332,0.601747333,-3.720724282,C8orf34
228788_at,-0.490445578,6.451583495,-2.116538251,0.041725274,0.601984552,-3.721342378,YPEL1
229460_at,-0.455166367,4.896607958,-2.116445661,0.041733683,0.601984552,-3.721491054,HYCC2
215600_x_at,0.171035028,10.67712308,2.116378347,0.041739798,0.601984552,-3.72159914,FBXW12
240362_at,0.254115693,2.630836843,2.116233198,0.041752985,0.602015949,-3.721832198,MPC1
223562_at,0.335802686,4.070190424,2.115026284,0.041862784,0.603439948,-3.72376962,PARVG
215422_at,-0.605052352,4.671225014,-2.114650526,0.041897021,0.603627723,-3.724372649,MARCHF6
225053_at,-0.357956891,5.682795054,-2.114640974,0.041897891,0.603627723,-3.724387977,CNOT7
